,id,nom,presentation,presentation_en,clean_presentation_trad
110,201,The Lab,"The Lab believes that if we give artists enough time, space, and funding to realize their vision, the work they produce will change the way we experience the world. These are often small propositions that (like all great art) challenge the familiar ways we perceive value, and so we seek out extraordinary artists who are underrepresented as a result of gender, class, race, sexuality, or geography, and whose work is not easily defined and therefore monetized. As a site of constant iteration and indeterminacy, The Lab is, above all, a catalyst for artistic experimentation.
The Lab is W.A.G.E. Certified. W.A.G.E. Certification is a program initiated and operated by working artists that publicly recognizes non-profit arts organizations demonstrating a commitment to voluntarily paying artist fees that meet a minimum standard.
The Lab is a 501(c)(3) nonprofit organization, federal ID number 94-2952488.
We are not accepting artist submissions at this time.
Our space is wheelchair accessible and is located 1/2 block from the 16th and Mission BART.
Please check our program calendar for hours.",,"['Lab', 'believes', 'artists', 'time', 'space', 'funding', 'realize', 'vision', 'work', 'produce', 'change', 'way', 'experience', 'world', 'small', 'propositions', 'like', 'great', 'art', 'challenge', 'familiar', 'ways', 'perceive', 'value', 'seek', 'extraordinary', 'artists', 'underrepresented', 'result', 'gender', 'class', 'race', 'sexuality', 'geography', 'work', 'easily', 'defined', 'monetized', 'site', 'constant', 'iteration', 'indeterminacy', 'Lab', 'catalyst', 'artistic', 'experimentation', 'n', 'Lab', 'xa', 'W', 'G', 'Certified', 'A', 'E', 'Certification', 'program', 'initiated', 'operated', 'working', 'artists', 'publicly', 'recognizes', 'non', 'profit', 'arts', 'organizations', 'demonstrating', 'commitment', 'voluntarily', 'paying', 'artist', 'fees', 'meet', 'minimum', 'standard', 'n', 'Lab', 'c', 'nonprofit', 'organization', 'federal', 'number', 'accepting', 'artist', 'submissions', 'time', 'n', 'space', 'wheelchair', 'accessible', 'located', 'block', 'th', 'Mission', 'BART', 'n', 'check', 'xa', 'program', 'calendar', 'xa', 'hours']"
111,203,Les Limbes,"Les Limbes est un espace de diffusion et de promotion des arts plastiques actuels et contemporains, géré par l’association céphalopode. Il se veut comme un espace d’échange sur des questions contemporaines, un laboratoire d’expérimentation pluridisciplinaire.Depuis 2012 il ne cesse de s’affiner dans sa programmation et dans ses objectifs.Aujourd’hui il compte trois niveaux d’investissements différents : des expositions d’artistes et jeune création, monographiques ou collectives ; 2. des workshops ; 3. des évènements thématiques ; et bientôt : des conférences, des résidences, des micros éditions.
Les Limbes dispose d’un espace de 60 m² situé en centre ville.
Nous étudions toutes propositions, rencontres, partenariats.","Limbo is a space for dissemination and promotion of current contemporary art and run by the cephalopod association. It is intended as a space for exchange on contemporary issues, an experimental laboratory pluridisciplinaire.Depuis 2012 he continues to refine its programming and its objectifs.Aujourd'hui it has three different levels of investment: artists Exhibition and young artists, solo or group; 2. workshops; 3. thematic events; and soon: conferences, residencies, publications microphones.
Limbo has a space of 60 sqm located downtown.
We study all proposals, meetings and partnerships.","['Limbo', 'space', 'dissemination', 'promotion', 'current', 'contemporary', 'art', 'run', 'cephalopod', 'association', 'intended', 'space', 'exchange', 'contemporary', 'issues', 'experimental', 'laboratory', 'pluridisciplinaire', 'Depuis', 'continues', 'refine', 'programming', 'objectifs', 'different', 'levels', 'investment', 'artists', 'Exhibition', 'young', 'artists', 'solo', 'group', 'workshops', 'thematic', 'events', 'soon', 'conferences', 'residencies', 'publications', 'microphones', 'Limbo', 'space', 'sqm', 'located', 'downtown', 'study', 'proposals', 'meetings', 'partnerships']"
112,204,Enterprise Projects,"Enterprise Projects is an Athens based project by Danai Giannoglou and Vasilis Papageorgiou. Created out of our need to express and share our point of view concerning the contemporary artistic creation,this venture aims at experimenting and conversing; experimenting with the curatorial proposal, artistic creation, self-organized function, and conversing with the artistic scene, the Athenian audience and the place itself, which houses the project.
As a structure Enterprise Projects has been functioning independently and periodically since September 2015 in Ampelokipoi, Athens.",,"['Enterprise', 'Projects', 'xa', 'Athens', 'based', 'project', 'xa', 'xa', 'Danai', 'Giannoglou', 'Vasilis', 'Papageorgiou', 'Created', 'xa', 'need', 'express', 'share', 'xa', 'point', 'view', 'concerning', 'contemporary', 'artistic', 'creation', 'xa', 'venture', 'xa', 'aims', 'xa', 'experimenting', 'xa', 'xa', 'conversing', 'experimenting', 'xa', 'xa', 'curatorial', 'proposal', 'xa', 'artistic', 'xa', 'creation', 'self', 'organized', 'function', 'xa', 'conversing', 'xa', 'artistic', 'scene', 'Athenian', 'audience', 'xa', 'place', 'houses', 'project', 'n', 'structure', 'xa', 'Enterprise', 'Projects', 'xa', 'xa', 'functioning', 'xa', 'independently', 'xa', 'periodically', 'xa', 'September', 'Ampelokipoi', 'Athens']"
113,206,TRIPLA,"TRIPLA, artist run space active since 2016 in Bologna, via Indipendenza 71 f, Italy. Our space is composed of three showcases of a former shop, observable only from the outside 24/7 all year. During this year we hosted happenings, solo and collective shows by artists from Italy, Switzerland and Germany.",,"['TRIPLA', 'artist', 'run', 'space', 'active', 'Bologna', 'Indipendenza', 'Italy', 'space', 'composed', 'showcases', 'shop', 'observable', 'outside', 'year', 'year', 'hosted', 'happenings', 'solo', 'collective', 'shows', 'artists', 'Italy', 'Switzerland', 'Germany']"
114,207,Clovis XV,"Clovis XV est un espace dédié à l’art contemporain, ouvert en novembre 2014 à Bruxelles par les membres du collectif IDIOM et dirigé aujourd'hui par par Anastasia Bay et Julien Saudubray.Le lieu curate ou donne carte blanche à des artistes et commissaires d’expositions au travers de nombreuses propositions présentant la jeune création dans des expositions individuelles ou collectives.","Clovis XV is a space dedicated to contemporary art, opened in November 2014 in Brussels by members of the collective Idiom and led today by Anastasia Bay and Julien Saudubray.Le place curate or gives carte blanche to artists and commissioners exhibitions through numerous proposals presenting young artists in solo and group exhibitions.","['Clovis', 'space', 'dedicated', 'contemporary', 'art', 'opened', 'November', 'Brussels', 'members', 'collective', 'Idiom', 'led', 'today', 'Anastasia', 'Bay', 'Julien', 'Saudubray', 'place', 'curate', 'gives', 'carte', 'blanche', 'artists', 'commissioners', 'exhibitions', 'numerous', 'proposals', 'presenting', 'young', 'artists', 'solo', 'group', 'exhibitions']"
115,205,L'Oeil de boeuf,"L’oeil de boeuf est une association qui ouverte à Lyon depuis avril 2010.Son activité s’articule autour de la production, l’exposition et de la diffusion d’art. C’estun lieu d’échange qui a pour but l’accueil, l’ouverture au dialogue et aux propositionsd’artistes.L’association l’oeil de boeuf ouvre ses portes aux jeunes artistes en leur proposant unespace dédié à l’exposition. Chaque vernissage est animé par une performance sonore.","The bull's-eye is an association open to Lyon since April 2010.Son activity revolves around the production, exhibition and dissemination of art. This isa place of exchange which aims hospitality, openness to dialogue and propositionsd'artistes.L'association the bull's-eye opens its doors to young artists by offering unespace dedicated to the exhibition. Each opening is driven by a sound performance.","['eye', 'association', 'open', 'Lyon', 'April', 'activity', 'revolves', 'production', 'exhibition', 'dissemination', 'art', 'isa', 'place', 'exchange', 'aims', 'hospitality', 'openness', 'dialogue', ""L'association"", 'eye', 'opens', 'doors', 'young', 'artists', 'offering', 'unespace', 'dedicated', 'exhibition', 'opening', 'driven', 'sound', 'performance']"
116,227,TOPO,"Le centre d’artistes montréalais TOPO est un laboratoire d’écritures et de créations numériques pour les espaces du web, de la performance et de l’installation. Son mandat est d’incuber, de produire et de diffuser des œuvres multimédias originales qui explorent les croisements interdisciplinaires et interculturels à travers les arts numériques.","The center of Montreal artists TOPO is a laboratory of writings and digital creations for web spaces, performance and installation. Its mandate is to incubate, produce and distribute original multimedia works that explore the interdisciplinary and intercultural intersections through the digital arts.","['center', 'Montreal', 'artists', 'TOPO', 'laboratory', 'writings', 'digital', 'creations', 'web', 'spaces', 'performance', 'installation', 'mandate', 'incubate', 'produce', 'distribute', 'original', 'multimedia', 'works', 'explore', 'interdisciplinary', 'intercultural', 'intersections', 'digital', 'arts']"
117,208,SHED,"Ouvert en septembre 2015, le SHED est un centre d’art contemporain indépendant. Situé près de Rouen (à 1h30 de Paris et quelques minutes de Mont-Saint-Aignan). Installé dans une ancienne usine de mèches de bougie, typique des bâtiments industriels du 19e siècle, le SHED offre 600 m2 d’espace d’exposition. L’ampleur du lieu tient à l’architecture même des usines construites à cette période : plan libre, structure poteau-poutre en fonte, hauteur sous plafond (4 mètres sous poutre, 6,5 mètres sous faîtière). Ce volume est exceptionnel dans notre région, aucun lieu d’exposition en Normandie n’offrant de tels espaces. Il permet d’envisager la présentation de pièces de grande dimension.","Opened in September 2015, the SHED is an independent contemporary art center. Located near Rouen (1h30 from Paris and minutes from Mont-Saint-Aignan). Housed in a former factory in candle wicks, typical of industrial buildings of the 19th century, the SHED offers 600 m2 of exhibition space. The scale of the place due to the architecture of plants built in this period: free plan, beam-column cast iron structure, high ceilings (4 meters in beam, 6.5 meters under umbrella). This volume is unique in our region, no venue in Normandy not offering such spaces. It allows to consider the presentation of large workpieces.","['Opened', 'September', 'SHED', 'independent', 'contemporary', 'art', 'center', 'Located', 'near', 'Rouen', 'Paris', 'minutes', 'Mont', 'Saint', 'Aignan', 'Housed', 'factory', 'candle', 'wicks', 'typical', 'industrial', 'buildings', 'century', 'SHED', 'offers', 'm2', 'exhibition', 'space', 'scale', 'place', 'architecture', 'plants', 'built', 'period', 'free', 'plan', 'beam', 'column', 'cast', 'iron', 'structure', 'high', 'ceilings', 'meters', 'beam', 'meters', 'umbrella', 'volume', 'unique', 'region', 'venue', 'Normandy', 'offering', 'spaces', 'allows', 'consider', 'presentation', 'large', 'workpieces']"
118,231,Arprim,"Arprim, centre d'essai en art imprimé a pour mission de diffuser les pratiques actuelles liées aux arts imprimés.Il aborde l’imprimé comme un média ouvert, mobile, social et accessible. Il se définit comme un espace d’essai et d’expérience propice au développement d’une vision pluraliste de l’art imprimé. En tant que diffuseur de l’art actuel, Arprim se propose d’agir comme intermédiaire privilégié entre les artistes et le public et de faciliter le contact avec les pratiques émergentes liées aux arts imprimés. Misant sur le partage des idées et sur la participation active de chacun, Arprim s’engage à développer des alternatives aux stratégies conventionnelles de diffusion de l’art.","ARPRIM center printed art test aims to disseminate existing practices related to arts imprimés.Il addresses printed as an open media, mobile, social and accessible. It is defined as a test space and favorable experience in the development of a pluralistic vision of printed art. As a broadcaster of the art, ARPRIM proposes to act as intermediary between artists and the public and to facilitate contact with emerging practices related to printmaking. Building on the sharing of ideas and the active participation of everyone, ARPRIM is committed to developing alternatives to conventional strategies of dissemination of art.","['ARPRIM', 'center', 'printed', 'art', 'test', 'aims', 'disseminate', 'existing', 'practices', 'related', 'arts', 'imprimés', 'addresses', 'printed', 'open', 'media', 'mobile', 'social', 'accessible', 'defined', 'test', 'space', 'favorable', 'experience', 'development', 'pluralistic', 'vision', 'printed', 'art', 'broadcaster', 'art', 'ARPRIM', 'proposes', 'act', 'intermediary', 'artists', 'public', 'facilitate', 'contact', 'emerging', 'practices', 'related', 'printmaking', 'Building', 'sharing', 'ideas', 'active', 'participation', 'ARPRIM', 'committed', 'developing', 'alternatives', 'conventional', 'strategies', 'dissemination', 'art']"
119,232,Art City,"Art City is a not-for-profit community art studio dedicated to providing people of all ages with innovative and professional art programming, free of charge. Art City’s primary goal is to provide space and tools for anyone who wishes to express themselves creatively.Nearly two decades ago, Wanda Koop, an internationally renowned artist, saw a need for accessible arts programming in Winnipeg’s West Broadway neighbourhood. In 1998, she founded Art City, one of the first organizations of its kind in Canada. The idea: that community art programming should be accessible to all.
In 2006, Wanda Koop was made a Member of the Order of Canada in honour of her extraordinary contribution to Canadian art, and her dedication to community development through the arts.",,"['Art', 'City', 'profit', 'community', 'art', 'studio', 'dedicated', 'providing', 'people', 'ages', 'innovative', 'professional', 'art', 'programming', 'free', 'charge', 'Art', 'City', 'primary', 'goal', 'provide', 'space', 'tools', 'wishes', 'express', 'creatively', 'Nearly', 'decades', 'ago', 'Wanda', 'Koop', 'internationally', 'renowned', 'artist', 'saw', 'need', 'accessible', 'arts', 'programming', 'Winnipeg', 'West', 'Broadway', 'neighbourhood', 'founded', 'Art', 'City', 'organizations', 'kind', 'Canada', 'idea', 'community', 'art', 'programming', 'accessible', 'n', 'Wanda', 'Koop', 'Member', 'Order', 'Canada', 'honour', 'extraordinary', 'contribution', 'Canadian', 'art', 'dedication', 'community', 'development', 'arts']"
120,309,Bruit de fond,Lieu d'exposition qui privilégie les productions in-situ et les collaborations avec d'autres structures.,An exhibition which focuses on in-situ productions and collaborations with other organizations.,"['exhibition', 'focuses', 'situ', 'productions', 'collaborations', 'organizations']"
121,310,Ground,"Ground is an artist-run space operated by visual artists Lito Kattou and Leontios Toumpouris.
Ground is an interdisciplinary platform open to all forms of artistic practice, willing to encourage dialogue and networking in the context of autonomy and symbiosis.",,"['Ground', 'artist', 'run', 'space', 'operated', 'visual', 'artists', 'Lito', 'Kattou', 'Leontios', 'Toumpouris', 'n', 'Ground', 'interdisciplinary', 'platform', 'open', 'forms', 'artistic', 'practice', 'willing', 'encourage', 'dialogue', 'networking', 'context', 'autonomy', 'symbiosis']"
122,315,*DUUU,"*DUUU est une webradio dédiée à la création contemporaine (www.duuuradio.fr). Fondée par des artistes en 2012, cet artist-run-space est né du désir de faire entendre des situations de réflexion et de travail. *DUUU élabore des programmes favorisant le partage d’expériences et révèle la pertinence de l’outil radiophonique pour produire des situations, expérimenter d’autres modes de parole, croiser des voix parallèles et susciter des rencontres.Archive vivante de la création contemporaine, la radio met en circulation un ensemble d’émissions qui s’inscrivent principalement dans le champ des arts visuels. *DUUU est à la fois un outil de production de situations radiophoniques, une archive sonore en mouvement, un panorama de la création contemporaine, et une plateforme accompagnant les artistes. Entre conversations, feuilletons, créations sonores, lectures, *DUUU réalise une collection de formats radiophoniques : un plan de travail, une exposition contée, le retour sur une première pièce, ForTune sur l’économie des artistes, le studio des écritures, une émission-bibliothèque... ","* DUUU is an internet radio dedicated to contemporary creation (www.duuuradio.fr). Founded by artists in 2012, this artist-run-space is born from the desire to hear cases of reflection and work. * DUUU develops programs promoting the sharing of experiences and reveals the relevance of the tool to produce radio situations, experiment with other speech patterns, cross parallel voice and raise living rencontres.Archive of contemporary creation, radio circulates a set of programs that fall mainly in the field of visual arts. * DUUU is both a tool for production of radio situations, a sound archive in motion, a panorama of contemporary art and a platform accompanying artists. Between conversations, serials, sound creations, readings, * DUUU carries a collection of radio formats: a work plan, told an exposure, the return on a first piece of fortune on artists economy, studio writes, a program -library...","['DUUU', 'internet', 'radio', 'dedicated', 'contemporary', 'creation', 'Founded', 'artists', 'artist', 'run', 'space', 'born', 'desire', 'hear', 'cases', 'reflection', 'work', 'DUUU', 'develops', 'programs', 'promoting', 'sharing', 'experiences', 'reveals', 'relevance', 'tool', 'produce', 'radio', 'situations', 'experiment', 'speech', 'patterns', 'cross', 'parallel', 'voice', 'raise', 'living', 'rencontres', 'Archive', 'contemporary', 'creation', 'radio', 'circulates', 'set', 'programs', 'fall', 'mainly', 'field', 'visual', 'arts', 'DUUU', 'tool', 'production', 'radio', 'situations', 'sound', 'archive', 'motion', 'panorama', 'contemporary', 'art', 'platform', 'accompanying', 'artists', 'conversations', 'serials', 'sound', 'creations', 'readings', 'DUUU', 'carries', 'collection', 'radio', 'formats', 'work', 'plan', 'told', 'exposure', 'return', 'piece', 'fortune', 'artists', 'economy', 'studio', 'writes', 'program']"
123,211,Dos Mares,"Dos Mares encourage la mobilité et la visibilité des artistes à travers des programmes de résidences internationales. Les artistes sont accueillis en France, à Marseille et Paris pour une durée qui varie entre 1 et 3 mois. Ces résidences sont dédiées à la recherche durant lesquelles un ensemble d’intervenants re-questionnent les problématiques de l’artiste invité(e), sa démarche, son vocabulaire plastique, l'artiste doit repenser ses projets, affiner ses problématiques, dans un cadre propice aux rencontres, aux discussions.  Les artistes invités proviennent de toutes les régions du monde avec la particularité de côtoyer, dans leur vie ou leur travail, un territoire de forte densité de population ou habitant dans une grande métropole. Un réseau d'artistes est simultanément constitué afin de permettre à chaque résident de poursuivre la construction de son tissu artistique et social. 
Durant ces résidences l'artiste est accompagné(e) régulièrement par un ou plusieurs intervenants afin de ré-interroger sa pratique, de plonger dans des analyses sémantiques de sa démarche artistique, de dégager de nouvelles pistes de travail et d'élargir son champ d'action. A travers un travail de réflexion régulier nourrit de discussions souvent informelles l'artiste invité pourra ainsi faire une pause dans sa production artistique  pour repenser l'articulation des concepts qui alimentent ses propositions plastiques. Il ne sera pas question de produire une oeuvre en particulier ou d’exposer des oeuvres déjà produites mais bien de s’attarder sur la cohérence des concepts articulés par l’artiste, confronter l'ensemble de son travail passé et d'en dégager des potentialités. Une part du travail de résidence sera également dédié à la fabrication de tentatives de proposition, des expérimentations tendant à éprouver les axes de recherche, les valider ou les corriger.
Enfin Dos Mares s'emploie à développer de nouveaux modèles économiques, hybrides, permettant aux artistes de lier leurs domaines de compétence, leur expertise à une activité économique dont ils puissent bénéficier.
Dos Mares est une association française à but non lucratif basée à Marseille. Elle est fondée et dirigée par Ronald Reyes, artiste visuel originaire du Costa Rica, installé en France en 2013. En 2014, le programme de résidences croisées a été déclaré d'intérêt culturel par le Président et le Ministre de la Culture du Costa Rica. ","Dos Mares encourages mobility and visibility of artists through international residency programs. Artists are welcomed in France, Marseille and Paris for a period that varies between 1 and 3 months. These residences are dedicated to research, during which a range of stakeholders to re-question the guest artist's issues (e), his approach, his visual vocabulary, the artist needs to rethink its plans, refine its problems within a framework conducive to meetings, discussions. Guest artists are from all regions of the world with the particularity to rub in their life or work, a population density of territory or living in a big city. A network of artists is simultaneously formed to allow each resident to continue building its artistic and social fabric.
During these residences artist is accompanied (e) regularly by one or more stakeholders to re-examine its practice, diving into the semantic analysis of his artistic process, generate new avenues and expand its scope 'action. Through a working regular feeds often informal discussions reflect the guest artist will be able to take a break from his artistic production to rethink the articulation of concepts that feed its plastic proposals. It will not matter to produce a particular work or exhibit works already produced but to dwell on the consistency of concepts articulated by the artist confront all of his past work and to identify potential. Part of the residency work will also be dedicated to the manufacture proposal attempts, experiments designed to test the areas of research, validate or correct.
Finally Dos Mares is working to develop new business models, hybrids, allowing artists to link their areas of competence, expertise in economic activity from which they can benefit.
Dos Mares is a French non-profit based in Marseille. She founded and directed by Ronald Reyes, visual artist originally from Costa Rica, settled in France in 2013. In 2014, the cross-residence program was declared of cultural interest by the President and the Minister of Culture of Costa Rica.","['Dos', 'Mares', 'encourages', 'mobility', 'visibility', 'artists', 'international', 'residency', 'programs', 'Artists', 'welcomed', 'France', 'Marseille', 'Paris', 'period', 'varies', 'months', 'residences', 'dedicated', 'research', 'range', 'stakeholders', 'question', 'guest', 'artist', 'issues', 'approach', 'visual', 'vocabulary', 'artist', 'needs', 'rethink', 'plans', 'refine', 'problems', 'framework', 'conducive', 'meetings', 'discussions', 'Guest', 'artists', 'regions', 'world', 'particularity', 'rub', 'life', 'work', 'population', 'density', 'territory', 'living', 'big', 'city', 'network', 'artists', 'simultaneously', 'formed', 'allow', 'resident', 'continue', 'building', 'artistic', 'social', 'fabric', 'residences', 'artist', 'accompanied', 'regularly', 'stakeholders', 'examine', 'practice', 'diving', 'semantic', 'analysis', 'artistic', 'process', 'generate', 'new', 'avenues', 'expand', 'scope', 'action', 'working', 'regular', 'feeds', 'informal', 'discussions', 'reflect', 'guest', 'artist', 'able', 'break', 'artistic', 'production', 'rethink', 'articulation', 'concepts', 'feed', 'plastic', 'proposals', 'matter', 'produce', 'particular', 'work', 'exhibit', 'works', 'produced', 'dwell', 'consistency', 'concepts', 'articulated', 'artist', 'confront', 'past', 'work', 'identify', 'potential', 'residency', 'work', 'dedicated', 'manufacture', 'proposal', 'attempts', 'experiments', 'designed', 'test', 'areas', 'research', 'validate', 'correct', 'Finally', 'Dos', 'Mares', 'working', 'develop', 'new', 'business', 'models', 'hybrids', 'allowing', 'artists', 'link', 'areas', 'competence', 'expertise', 'economic', 'activity', 'benefit', 'Dos', 'Mares', 'French', 'non', 'profit', 'based', 'Marseille', 'founded', 'directed', 'Ronald', 'Reyes', 'visual', 'artist', 'originally', 'Costa', 'Rica', 'settled', 'France', '2014', 'cross', 'residence', 'program', 'declared', 'cultural', 'interest', 'President', 'Minister', 'Culture', 'Costa', 'Rica']"
124,212,El Mentidero,"El Mentidero is a home in downtown Bogotá. It is content and container-bucket and water at the same time. An exhibition space for non-productive merchandise, selling religious artifacts for non-believers, a set for unrelated relationships. Market without marketing. Use and disuse. One for all, all for one.Strategically located in its place, El Mentidero closes its doors to some and others and is inhabited by insatiable and problematic artists, masses eager of hay and poison, chefs with PhDs, broke students and broken teachers. Behind these doors a new school is being formed, without grades and without degrees but with toga and lots of class.",,"['El', 'Mentidero', 'home', 'downtown', 'Bogot', 'content', 'container', 'bucket', 'water', 'time', 'exhibition', 'space', 'non', 'productive', 'merchandise', 'selling', 'religious', 'artifacts', 'non', 'believers', 'set', 'unrelated', 'xa', 'relationships', 'Market', 'marketing', 'Use', 'disuse', 'Strategically', 'located', 'place', 'Mentidero', 'closes', 'doors', 'inhabited', 'insatiable', 'problematic', 'artists', 'masses', 'eager', 'xa', 'hay', 'poison', 'chefs', 'PhDs', 'broke', 'students', 'broken', 'teachers', 'doors', 'new', 'school', 'formed', 'grades', 'degrees', 'toga', 'lots', 'class']"
125,311,Spazio In Situ,"Spazio In Situ opened the 27th October 2017 presenting the exhibition What if?, that shows a work from each artist of the group. In Situ was spountaneously born by working togheter as a group, free from the critical-historical meaninig of the term “artistic group”, with the purpose of facing the complex role that artists have in our contemporary society, and in order to reach a higher level of artistic research. In Situ is more than a set of studios, it’s a studio devoted to the constant research of ideas, a place where personal growth meets the collective growth, an open-space without any walls between each artist studio. Artworks are free to live in the space, breathing an open-minded atmosphere that leads to a huge network of hyperlinks and unlimited possibilities.
In Situ constanly challenge himself re-thinking the space and its role, an example is the exhibition project Contemporary Absurdity, a six solo exhibitions cycle with works by Marco De Rosa, Roberta Folliero, Andrea Frosolini, Christophe Constantin, Francesco Palluzzi, Elisa Selli. The space during the exhibitions turns into a White Cube,  one time sacral space for every artwork that is inside, and now creating an ecosystem in which common objects become icons of a concpt, shifting the viewer from reality to illusion.Text by Sara Fiorelli
The 27th October 2018, Spazio In Situ celebrates two years togheter with the exhibition OUT OF SPACE, giving birth to Spazio In Più and welcoming other five artist studios (Sveva Angeletti, Federica Di Pietrantonio, Chiara Fantaccione, Daniele Sciacca, Guendalina Urbani).",,"['Spazio', 'Situ', 'xa', 'opened', 'th', 'October', 'presenting', 'exhibition', 'xa', 'shows', 'work', 'artist', 'group', 'xa', 'Situ', 'xa', 'spountaneously', 'born', 'working', 'togheter', 'group', 'free', 'critical', 'historical', 'meaninig', 'term', 'artistic', 'group', 'purpose', 'facing', 'complex', 'role', 'artists', 'contemporary', 'society', 'order', 'reach', 'higher', 'level', 'artistic', 'research', 'xa', 'Situ', 'xa', 'set', 'studios', 'studio', 'devoted', 'constant', 'research', 'ideas', 'place', 'personal', 'growth', 'meets', 'collective', 'growth', 'open', 'space', 'walls', 'artist', 'studio', 'Artworks', 'free', 'live', 'space', 'breathing', 'open', 'minded', 'atmosphere', 'leads', 'huge', 'network', 'hyperlinks', 'unlimited', 'possibilities', 'n', 'Situ', 'xa', 'constanly', 'challenge', 'thinking', 'space', 'role', 'example', 'exhibition', 'project', 'xa', 'Contemporary', 'Absurdity', 'solo', 'exhibitions', 'cycle', 'works', 'Marco', 'Rosa', 'Roberta', 'Folliero', 'Andrea', 'Frosolini', 'Christophe', 'Constantin', 'Francesco', 'Palluzzi', 'Elisa', 'Selli', 'space', 'exhibitions', 'turns', 'White', 'Cube', 'xa', 'time', 'sacral', 'space', 'artwork', 'inside', 'creating', 'ecosystem', 'common', 'objects', 'icons', 'concpt', 'shifting', 'viewer', 'reality', 'illusion', 'Text', 'Sara', 'Fiorelli', 'n', 'th', 'October', 'Spazio', 'Situ', 'xa', 'celebrates', 'years', 'togheter', 'exhibition', 'SPACE', 'giving', 'birth', 'xa', 'Spazio', 'welcoming', 'artist', 'studios', 'Sveva', 'Angeletti', 'Federica', 'Pietrantonio', 'Chiara', 'Fantaccione', 'Daniele', 'Sciacca', 'Guendalina', 'Urbani']"
